,sender,recipient,time,year,month,day,hour,minute,second
50358,1074,516,2004-06-29 23:25:47,2004,6,29,23,25,47
50359,1231,1713,2004-06-29 23:31:23,2004,6,29,23,31,23
50360,1285,27,2004-06-29 23:32:33,2004,6,29,23,32,33
50361,1713,1231,2004-06-29 23:33:11,2004,6,29,23,33,11
50362,1713,1074,2004-06-29 23:34:48,2004,6,29,23,34,48
50363,1713,1585,2004-06-29 23:37:16,2004,6,29,23,37,16
50364,1181,160,2004-06-29 23:41:45,2004,6,29,23,41,45
50365,1181,1713,2004-06-29 23:42:02,2004,6,29,23,42,2
50366,1231,1713,2004-06-29 23:43:09,2004,6,29,23,43,9
50367,856,1176,2004-06-29 23:44:39,2004,6,29,23,44,39
50368,1713,1231,2004-06-29 23:50:30,2004,6,29,23,50,30
50369,809,250,2004-06-29 23:52:06,2004,6,29,23,52,6
50370,1730,1657,2004-06-29 23:56:47,2004,6,29,23,56,47
50371,329,1510,2004-06-30 00:03:01,2004,6,30,0,3,1
50372,1343,1342,2004-06-30 00:13:25,2004,6,30,0,13,25
50373,1688,277,2004-06-30 00:22:19,2004,6,30,0,22,19
50374,142,144,2004-06-30 00:22:23,2004,6,30,0,22,23
50375,144,1500,2004-06-30 00:23:29,2004,6,30,0,23,29
50376,144,142,2004-06-30 00:24:47,2004,6,30,0,24,47
50377,142,144,2004-06-30 00:25:57,2004,6,30,0,25,57
50378,142,1575,2004-06-30 00:30:10,2004,6,30,0,30,10
50379,144,142,2004-06-30 00:30:46,2004,6,30,0,30,46
50380,142,1575,2004-06-30 00:30:59,2004,6,30,0,30,59
50381,142,144,2004-06-30 00:31:32,2004,6,30,0,31,32
50382,615,245,2004-06-30 00:32:37,2004,6,30,0,32,37
50383,1346,308,2004-06-30 00:34:12,2004,6,30,0,34,12
50384,142,144,2004-06-30 00:34:37,2004,6,30,0,34,37
50385,144,142,2004-06-30 00:35:20,2004,6,30,0,35,20
50386,1346,308,2004-06-30 00:37:49,2004,6,30,0,37,49
50387,392,1699,2004-06-30 00:40:29,2004,6,30,0,40,29
50388,142,144,2004-06-30 00:46:29,2004,6,30,0,46,29
50389,142,1121,2004-06-30 00:47:16,2004,6,30,0,47,16
50390,144,142,2004-06-30 00:50:23,2004,6,30,0,50,23
50391,142,144,2004-06-30 00:57:59,2004,6,30,0,57,59
50392,193,233,2004-06-30 01:09:04,2004,6,30,1,9,4
50393,474,249,2004-06-30 01:10:39,2004,6,30,1,10,39
50394,557,525,2004-06-30 01:19:58,2004,6,30,1,19,58
50395,1713,495,2004-06-30 01:23:57,2004,6,30,1,23,57
50396,652,27,2004-06-30 01:26:34,2004,6,30,1,26,34
50397,495,741,2004-06-30 01:29:20,2004,6,30,1,29,20
50398,495,1213,2004-06-30 01:29:29,2004,6,30,1,29,29
50399,495,1713,2004-06-30 01:29:37,2004,6,30,1,29,37
50400,495,1713,2004-06-30 01:30:20,2004,6,30,1,30,20
50401,27,1285,2004-06-30 01:32:01,2004,6,30,1,32,1
50402,1713,495,2004-06-30 01:32:38,2004,6,30,1,32,38
50403,27,652,2004-06-30 01:32:50,2004,6,30,1,32,50
50404,652,615,2004-06-30 01:33:05,2004,6,30,1,33,5
50405,249,474,2004-06-30 01:34:18,2004,6,30,1,34,18
50406,652,27,2004-06-30 01:34:48,2004,6,30,1,34,48
50407,249,1731,2004-06-30 01:35:02,2004,6,30,1,35,2
50408,249,1255,2004-06-30 01:36:07,2004,6,30,1,36,7
50409,27,652,2004-06-30 01:37:31,2004,6,30,1,37,31
50410,249,495,2004-06-30 01:37:45,2004,6,30,1,37,45
50411,969,1401,2004-06-30 01:37:53,2004,6,30,1,37,53
50412,1713,969,2004-06-30 01:38:19,2004,6,30,1,38,19
50413,652,27,2004-06-30 01:38:26,2004,6,30,1,38,26
50414,474,249,2004-06-30 01:42:28,2004,6,30,1,42,28
50415,27,652,2004-06-30 01:42:49,2004,6,30,1,42,49
50416,132,162,2004-06-30 01:43:48,2004,6,30,1,43,48
50417,249,474,2004-06-30 01:45:12,2004,6,30,1,45,12
50418,312,132,2004-06-30 01:45:57,2004,6,30,1,45,57
50419,652,27,2004-06-30 01:48:20,2004,6,30,1,48,20
50420,1079,27,2004-06-30 01:49:15,2004,6,30,1,49,15
50421,1079,27,2004-06-30 01:49:22,2004,6,30,1,49,22
50422,474,249,2004-06-30 01:50:39,2004,6,30,1,50,39
50423,969,1713,2004-06-30 01:55:05,2004,6,30,1,55,5
50424,1713,969,2004-06-30 01:57:24,2004,6,30,1,57,24
50425,1072,1725,2004-06-30 02:01:20,2004,6,30,2,1,20
50426,1713,1072,2004-06-30 02:01:37,2004,6,30,2,1,37
50427,27,1079,2004-06-30 02:02:04,2004,6,30,2,2,4
50428,27,652,2004-06-30 02:03:04,2004,6,30,2,3,4
50429,1079,27,2004-06-30 02:04:32,2004,6,30,2,4,32
50430,652,27,2004-06-30 02:04:52,2004,6,30,2,4,52
50431,27,652,2004-06-30 02:05:43,2004,6,30,2,5,43
50432,27,1079,2004-06-30 02:06:32,2004,6,30,2,6,32
50433,652,27,2004-06-30 02:06:59,2004,6,30,2,6,59
50434,878,1644,2004-06-30 02:08:00,2004,6,30,2,8,0
50435,27,652,2004-06-30 02:09:41,2004,6,30,2,9,41
50436,652,27,2004-06-30 02:10:24,2004,6,30,2,10,24
50437,652,27,2004-06-30 02:11:51,2004,6,30,2,11,51
50438,1079,27,2004-06-30 02:13:25,2004,6,30,2,13,25
50439,27,652,2004-06-30 02:19:19,2004,6,30,2,19,19
50440,1253,644,2004-06-30 02:20:45,2004,6,30,2,20,45
50441,1408,1624,2004-06-30 02:21:30,2004,6,30,2,21,30
50442,27,1079,2004-06-30 02:21:34,2004,6,30,2,21,34
50443,1406,495,2004-06-30 02:22:13,2004,6,30,2,22,13
50444,1079,27,2004-06-30 02:29:53,2004,6,30,2,29,53
50445,652,27,2004-06-30 02:33:20,2004,6,30,2,33,20
50446,249,474,2004-06-30 02:33:28,2004,6,30,2,33,28
50447,1406,1190,2004-06-30 02:33:44,2004,6,30,2,33,44
50448,474,249,2004-06-30 02:36:43,2004,6,30,2,36,43
50449,27,1079,2004-06-30 02:36:48,2004,6,30,2,36,48
50450,525,557,2004-06-30 02:36:50,2004,6,30,2,36,50
50451,249,474,2004-06-30 02:37:02,2004,6,30,2,37,2
50452,1401,969,2004-06-30 02:37:24,2004,6,30,2,37,24
50453,27,652,2004-06-30 02:38:02,2004,6,30,2,38,2
50454,843,1606,2004-06-30 02:39:38,2004,6,30,2,39,38
50455,518,525,2004-06-30 02:40:58,2004,6,30,2,40,58
50456,249,843,2004-06-30 02:41:15,2004,6,30,2,41,15
50457,652,27,2004-06-30 02:41:35,2004,6,30,2,41,35
50458,843,249,2004-06-30 02:45:04,2004,6,30,2,45,4
50459,525,518,2004-06-30 02:56:05,2004,6,30,2,56,5
50460,969,1401,2004-06-30 02:58:48,2004,6,30,2,58,48
50461,557,525,2004-06-30 03:00:22,2004,6,30,3,0,22
50462,557,1346,2004-06-30 03:05:17,2004,6,30,3,5,17
50463,27,652,2004-06-30 03:07:02,2004,6,30,3,7,2
50464,557,1565,2004-06-30 03:23:18,2004,6,30,3,23,18
50465,145,1713,2004-06-30 03:30:09,2004,6,30,3,30,9
50466,1475,799,2004-06-30 03:39:22,2004,6,30,3,39,22
50467,1255,249,2004-06-30 03:39:28,2004,6,30,3,39,28
50468,447,95,2004-06-30 03:44:41,2004,6,30,3,44,41
50469,525,557,2004-06-30 03:51:44,2004,6,30,3,51,44
50470,1713,1493,2004-06-30 03:53:21,2004,6,30,3,53,21
50471,1317,652,2004-06-30 03:59:22,2004,6,30,3,59,22
50472,557,525,2004-06-30 04:01:25,2004,6,30,4,1,25
50473,525,557,2004-06-30 04:05:48,2004,6,30,4,5,48
50474,799,1475,2004-06-30 04:07:18,2004,6,30,4,7,18
50475,557,525,2004-06-30 04:16:27,2004,6,30,4,16,27
50476,1332,537,2004-06-30 04:26:13,2004,6,30,4,26,13
50477,242,823,2004-06-30 04:31:43,2004,6,30,4,31,43
50478,1189,1068,2004-06-30 04:39:16,2004,6,30,4,39,16
50479,1068,1189,2004-06-30 04:40:27,2004,6,30,4,40,27
50480,1510,329,2004-06-30 04:59:10,2004,6,30,4,59,10
50481,132,312,2004-06-30 04:59:45,2004,6,30,4,59,45
50482,1727,1069,2004-06-30 04:59:59,2004,6,30,4,59,59
50483,1727,644,2004-06-30 05:22:39,2004,6,30,5,22,39
50484,1727,638,2004-06-30 05:26:22,2004,6,30,5,26,22
50485,847,809,2004-06-30 05:29:11,2004,6,30,5,29,11
50486,431,1346,2004-06-30 06:57:16,2004,6,30,6,57,16
50487,1,312,2004-06-30 09:59:53,2004,6,30,9,59,53
50488,1624,1408,2004-06-30 11:41:27,2004,6,30,11,41,27
50489,456,1624,2004-06-30 12:00:55,2004,6,30,12,0,55
50490,456,204,2004-06-30 12:06:38,2004,6,30,12,6,38
50491,456,495,2004-06-30 12:08:11,2004,6,30,12,8,11
50492,1624,456,2004-06-30 12:15:41,2004,6,30,12,15,41
50493,1489,249,2004-06-30 12:34:07,2004,6,30,12,34,7
50494,1489,249,2004-06-30 12:34:42,2004,6,30,12,34,42
50495,1339,1489,2004-06-30 12:48:17,2004,6,30,12,48,17
50496,1489,1339,2004-06-30 12:49:18,2004,6,30,12,49,18
50497,1314,1346,2004-06-30 13:08:12,2004,6,30,13,8,12
50498,997,415,2004-06-30 13:18:46,2004,6,30,13,18,46
50499,997,142,2004-06-30 13:20:44,2004,6,30,13,20,44
50500,1346,1314,2004-06-30 14:55:54,2004,6,30,14,55,54
50501,1644,878,2004-06-30 15:22:07,2004,6,30,15,22,7
50502,615,652,2004-06-30 15:29:34,2004,6,30,15,29,34
50503,1130,1713,2004-06-30 15:31:56,2004,6,30,15,31,56
50504,537,1332,2004-06-30 15:53:48,2004,6,30,15,53,48
50505,329,1510,2004-06-30 16:09:15,2004,6,30,16,9,15
50506,1285,27,2004-06-30 16:30:17,2004,6,30,16,30,17
50507,176,969,2004-06-30 16:51:22,2004,6,30,16,51,22
50508,27,1285,2004-06-30 17:05:04,2004,6,30,17,5,4
50509,768,1280,2004-06-30 17:11:34,2004,6,30,17,11,34
50510,63,1713,2004-06-30 17:15:20,2004,6,30,17,15,20
50511,63,249,2004-06-30 17:16:49,2004,6,30,17,16,49
50512,1543,1546,2004-06-30 17:18:19,2004,6,30,17,18,19
50513,324,329,2004-06-30 17:25:10,2004,6,30,17,25,10
50514,105,1727,2004-06-30 17:31:06,2004,6,30,17,31,6
50515,162,132,2004-06-30 17:40:26,2004,6,30,17,40,26
50516,1342,1343,2004-06-30 17:47:01,2004,6,30,17,47,1
50517,249,1489,2004-06-30 18:02:16,2004,6,30,18,2,16
50518,249,1489,2004-06-30 18:02:46,2004,6,30,18,2,46
50519,878,1255,2004-06-30 18:04:29,2004,6,30,18,4,29
50520,626,95,2004-06-30 18:15:03,2004,6,30,18,15,3
50521,626,644,2004-06-30 18:17:15,2004,6,30,18,17,15
50522,970,1255,2004-06-30 18:22:44,2004,6,30,18,22,44
50523,429,191,2004-06-30 18:41:33,2004,6,30,18,41,33
50524,429,160,2004-06-30 18:43:06,2004,6,30,18,43,6
50525,710,1562,2004-06-30 18:43:10,2004,6,30,18,43,10
50526,710,727,2004-06-30 18:44:15,2004,6,30,18,44,15
50527,1255,878,2004-06-30 19:02:18,2004,6,30,19,2,18
50528,1255,970,2004-06-30 19:03:02,2004,6,30,19,3,2
50529,1713,1130,2004-06-30 19:19:52,2004,6,30,19,19,52
50530,1667,1181,2004-06-30 19:38:32,2004,6,30,19,38,32
50531,1713,708,2004-06-30 19:40:33,2004,6,30,19,40,33
50532,1079,27,2004-06-30 19:46:45,2004,6,30,19,46,45
50533,644,626,2004-06-30 19:49:04,2004,6,30,19,49,4
50534,1113,1343,2004-06-30 19:54:04,2004,6,30,19,54,4
50535,1127,713,2004-06-30 19:56:05,2004,6,30,19,56,5
50536,1343,1113,2004-06-30 19:56:13,2004,6,30,19,56,13
50537,1113,1343,2004-06-30 19:57:51,2004,6,30,19,57,51
50538,1343,1113,2004-06-30 20:00:35,2004,6,30,20,0,35
50539,176,898,2004-06-30 20:03:12,2004,6,30,20,3,12
50540,176,523,2004-06-30 20:03:30,2004,6,30,20,3,30
50541,1158,1072,2004-06-30 20:06:03,2004,6,30,20,6,3
50542,1225,1393,2004-06-30 20:16:10,2004,6,30,20,16,10
50543,1343,1342,2004-06-30 20:24:52,2004,6,30,20,24,52
50544,27,1079,2004-06-30 20:25:33,2004,6,30,20,25,33
50545,970,1255,2004-06-30 20:29:12,2004,6,30,20,29,12
50546,1113,1343,2004-06-30 20:30:27,2004,6,30,20,30,27
50547,1181,1667,2004-06-30 20:46:43,2004,6,30,20,46,43
50548,193,1647,2004-06-30 21:04:39,2004,6,30,21,4,39
50549,1562,710,2004-06-30 21:09:20,2004,6,30,21,9,20
50550,1317,652,2004-06-30 21:13:02,2004,6,30,21,13,2
50551,1713,44,2004-06-30 21:15:02,2004,6,30,21,15,2
50552,1255,970,2004-06-30 21:15:06,2004,6,30,21,15,6
50553,525,557,2004-06-30 21:17:36,2004,6,30,21,17,36
50554,1713,525,2004-06-30 21:20:53,2004,6,30,21,20,53
50555,525,44,2004-06-30 21:21:37,2004,6,30,21,21,37
50556,970,1255,2004-06-30 21:34:20,2004,6,30,21,34,20
50557,191,429,2004-06-30 21:39:05,2004,6,30,21,39,5
50558,1727,105,2004-06-30 22:06:52,2004,6,30,22,6,52
50559,483,189,2004-06-30 22:15:34,2004,6,30,22,15,34
50560,9,282,2004-06-30 22:16:46,2004,6,30,22,16,46
50561,9,1622,2004-06-30 22:17:57,2004,6,30,22,17,57
50562,9,1343,2004-06-30 22:18:34,2004,6,30,22,18,34
50563,9,1731,2004-06-30 22:18:50,2004,6,30,22,18,50
50564,9,788,2004-06-30 22:20:29,2004,6,30,22,20,29
50565,9,1313,2004-06-30 22:21:28,2004,6,30,22,21,28
50566,1362,1406,2004-06-30 22:52:55,2004,6,30,22,52,55
50567,711,642,2004-06-30 22:59:12,2004,6,30,22,59,12
50568,1079,27,2004-06-30 23:20:22,2004,6,30,23,20,22
50569,1343,9,2004-06-30 23:22:01,2004,6,30,23,22,1
50570,741,495,2004-06-30 23:39:30,2004,6,30,23,39,30
50571,1667,1181,2004-07-01 00:05:49,2004,7,1,0,5,49
50572,429,191,2004-07-01 00:07:49,2004,7,1,0,7,49
50573,1231,1667,2004-07-01 00:11:24,2004,7,1,0,11,24
50574,1731,9,2004-07-01 00:28:26,2004,7,1,0,28,26
50575,642,711,2004-07-01 00:32:25,2004,7,1,0,32,25
50576,19,1130,2004-07-01 00:36:27,2004,7,1,0,36,27
50577,1732,1556,2004-07-01 00:52:09,2004,7,1,0,52,9
50578,245,1283,2004-07-01 00:52:22,2004,7,1,0,52,22
50579,969,176,2004-07-01 00:57:20,2004,7,1,0,57,20
50580,95,561,2004-07-01 01:07:10,2004,7,1,1,7,10
50581,249,1280,2004-07-01 01:20:48,2004,7,1,1,20,48
50582,1280,768,2004-07-01 01:20:48,2004,7,1,1,20,48
50583,1280,249,2004-07-01 01:22:15,2004,7,1,1,22,15
50584,249,1280,2004-07-01 01:26:15,2004,7,1,1,26,15
50585,1280,249,2004-07-01 01:27:27,2004,7,1,1,27,27
50586,1343,1113,2004-07-01 01:28:26,2004,7,1,1,28,26
50587,249,1280,2004-07-01 01:29:44,2004,7,1,1,29,44
50588,176,969,2004-07-01 01:30:08,2004,7,1,1,30,8
50589,176,1585,2004-07-01 01:30:57,2004,7,1,1,30,57
50590,249,1585,2004-07-01 01:33:01,2004,7,1,1,33,1
50591,1647,193,2004-07-01 01:33:40,2004,7,1,1,33,40
50592,1585,176,2004-07-01 01:34:21,2004,7,1,1,34,21
50593,249,1343,2004-07-01 01:34:31,2004,7,1,1,34,31
50594,1647,172,2004-07-01 01:35:31,2004,7,1,1,35,31
50595,1585,249,2004-07-01 01:35:39,2004,7,1,1,35,39
50596,176,1585,2004-07-01 01:36:02,2004,7,1,1,36,2
50597,249,1585,2004-07-01 01:36:43,2004,7,1,1,36,43
50598,1585,176,2004-07-01 01:36:50,2004,7,1,1,36,50
50599,249,1021,2004-07-01 01:37:39,2004,7,1,1,37,39
50600,176,1585,2004-07-01 01:37:42,2004,7,1,1,37,42
50601,1585,176,2004-07-01 01:39:15,2004,7,1,1,39,15
50602,1585,1582,2004-07-01 01:40:42,2004,7,1,1,40,42
50603,176,1585,2004-07-01 01:42:44,2004,7,1,1,42,44
50604,27,1079,2004-07-01 01:42:58,2004,7,1,1,42,58
50605,1113,1343,2004-07-01 01:50:15,2004,7,1,1,50,15
50606,249,1395,2004-07-01 01:50:19,2004,7,1,1,50,19
50607,1113,1395,2004-07-01 01:51:22,2004,7,1,1,51,22
50608,1395,249,2004-07-01 01:52:09,2004,7,1,1,52,9
50609,1395,1113,2004-07-01 01:53:21,2004,7,1,1,53,21
50610,1113,1395,2004-07-01 01:55:15,2004,7,1,1,55,15
50611,249,1395,2004-07-01 01:55:35,2004,7,1,1,55,35
50612,1395,1113,2004-07-01 01:57:00,2004,7,1,1,57,0
50613,1395,249,2004-07-01 01:58:39,2004,7,1,1,58,39
50614,249,1395,2004-07-01 02:01:07,2004,7,1,2,1,7
50615,1395,249,2004-07-01 02:03:30,2004,7,1,2,3,30
50616,249,1395,2004-07-01 02:03:57,2004,7,1,2,3,57
50617,1282,1647,2004-07-01 02:04:34,2004,7,1,2,4,34
50618,1113,1395,2004-07-01 02:04:45,2004,7,1,2,4,45
50619,249,1353,2004-07-01 02:05:07,2004,7,1,2,5,7
50620,1282,1647,2004-07-01 02:06:03,2004,7,1,2,6,3
50621,249,1644,2004-07-01 02:08:38,2004,7,1,2,8,38
50622,1644,249,2004-07-01 02:10:11,2004,7,1,2,10,11
50623,525,1713,2004-07-01 02:13:10,2004,7,1,2,13,10
50624,249,1644,2004-07-01 02:13:30,2004,7,1,2,13,30
50625,1282,848,2004-07-01 02:16:39,2004,7,1,2,16,39
50626,1036,792,2004-07-01 02:19:58,2004,7,1,2,19,58
50627,1644,249,2004-07-01 02:21:58,2004,7,1,2,21,58
50628,249,1644,2004-07-01 02:25:55,2004,7,1,2,25,55
50629,1190,393,2004-07-01 02:30:16,2004,7,1,2,30,16
50630,1644,249,2004-07-01 02:30:21,2004,7,1,2,30,21
50631,249,1644,2004-07-01 02:35:31,2004,7,1,2,35,31
50632,1644,249,2004-07-01 02:40:49,2004,7,1,2,40,49
50633,249,1644,2004-07-01 02:42:27,2004,7,1,2,42,27
50634,249,783,2004-07-01 02:44:30,2004,7,1,2,44,30
50635,1255,970,2004-07-01 02:46:02,2004,7,1,2,46,2
50636,95,447,2004-07-01 02:49:33,2004,7,1,2,49,33
50637,1079,27,2004-07-01 02:49:52,2004,7,1,2,49,52
50638,1644,249,2004-07-01 02:51:50,2004,7,1,2,51,50
50639,249,1644,2004-07-01 02:52:20,2004,7,1,2,52,20
50640,95,626,2004-07-01 02:54:42,2004,7,1,2,54,42
50641,1644,249,2004-07-01 02:59:03,2004,7,1,2,59,3
50642,1181,1667,2004-07-01 02:59:28,2004,7,1,2,59,28
50643,1556,1732,2004-07-01 03:07:52,2004,7,1,3,7,52
50644,1568,644,2004-07-01 03:17:42,2004,7,1,3,17,42
50645,1493,1656,2004-07-01 03:17:49,2004,7,1,3,17,49
50646,144,1500,2004-07-01 03:18:41,2004,7,1,3,18,41
50647,1493,1713,2004-07-01 03:19:08,2004,7,1,3,19,8
50648,1493,1113,2004-07-01 03:20:16,2004,7,1,3,20,16
50649,249,1644,2004-07-01 03:20:49,2004,7,1,3,20,49
50650,1644,249,2004-07-01 03:24:38,2004,7,1,3,24,38
50651,249,1644,2004-07-01 03:26:49,2004,7,1,3,26,49
50652,652,1317,2004-07-01 03:28:31,2004,7,1,3,28,31
50653,1644,249,2004-07-01 03:29:11,2004,7,1,3,29,11
50654,298,323,2004-07-01 03:30:30,2004,7,1,3,30,30
50655,1018,1644,2004-07-01 03:43:35,2004,7,1,3,43,35
50656,27,1079,2004-07-01 03:46:22,2004,7,1,3,46,22
50657,1644,1018,2004-07-01 03:51:10,2004,7,1,3,51,10
50658,257,42,2004-07-01 04:00:32,2004,7,1,4,0,32
50659,1408,1624,2004-07-01 04:09:48,2004,7,1,4,9,48
50660,249,1644,2004-07-01 04:11:43,2004,7,1,4,11,43
50661,249,1644,2004-07-01 04:20:27,2004,7,1,4,20,27
50662,1079,27,2004-07-01 04:37:17,2004,7,1,4,37,17
50663,27,1079,2004-07-01 04:40:53,2004,7,1,4,40,53
50664,1436,582,2004-07-01 04:56:40,2004,7,1,4,56,40
50665,193,1647,2004-07-01 04:58:00,2004,7,1,4,58,0
50666,990,1113,2004-07-01 04:58:22,2004,7,1,4,58,22
50667,191,429,2004-07-01 05:00:48,2004,7,1,5,0,48
50668,1072,1158,2004-07-01 05:05:38,2004,7,1,5,5,38
50669,1072,878,2004-07-01 05:06:43,2004,7,1,5,6,43
50670,1079,27,2004-07-01 05:09:34,2004,7,1,5,9,34
50671,783,249,2004-07-01 05:49:36,2004,7,1,5,49,36
50672,970,1255,2004-07-01 11:37:18,2004,7,1,11,37,18
50673,970,1641,2004-07-01 11:37:45,2004,7,1,11,37,45
50674,1118,1542,2004-07-01 12:21:37,2004,7,1,12,21,37
50675,1624,1408,2004-07-01 12:32:02,2004,7,1,12,32,2
50676,1624,725,2004-07-01 12:34:01,2004,7,1,12,34,1
50677,1339,1255,2004-07-01 12:54:10,2004,7,1,12,54,10
50678,1489,249,2004-07-01 12:56:52,2004,7,1,12,56,52
50679,1489,249,2004-07-01 12:57:24,2004,7,1,12,57,24
50680,1313,9,2004-07-01 13:18:50,2004,7,1,13,18,50
50681,1313,507,2004-07-01 13:19:22,2004,7,1,13,19,22
50682,1313,1403,2004-07-01 13:23:23,2004,7,1,13,23,23
50683,1314,1346,2004-07-01 13:45:27,2004,7,1,13,45,27
50684,27,1079,2004-07-01 14:11:32,2004,7,1,14,11,32
50685,908,1717,2004-07-01 14:12:36,2004,7,1,14,12,36
50686,199,1624,2004-07-01 14:32:06,2004,7,1,14,32,6
50687,1346,1314,2004-07-01 14:56:43,2004,7,1,14,56,43
50688,1272,1238,2004-07-01 14:58:48,2004,7,1,14,58,48
50689,1624,199,2004-07-01 15:04:30,2004,7,1,15,4,30
50690,1667,1181,2004-07-01 15:19:26,2004,7,1,15,19,26
50691,710,1283,2004-07-01 16:00:14,2004,7,1,16,0,14
50692,1113,710,2004-07-01 16:04:23,2004,7,1,16,4,23
50693,1520,1181,2004-07-01 16:19:45,2004,7,1,16,19,45
50694,1520,63,2004-07-01 16:20:02,2004,7,1,16,20,2
50695,969,176,2004-07-01 16:41:54,2004,7,1,16,41,54
50696,1190,394,2004-07-01 16:55:18,2004,7,1,16,55,18
50697,1113,969,2004-07-01 17:01:37,2004,7,1,17,1,37
50698,969,1113,2004-07-01 17:09:20,2004,7,1,17,9,20
50699,1113,969,2004-07-01 17:13:25,2004,7,1,17,13,25
50700,429,191,2004-07-01 17:19:38,2004,7,1,17,19,38
50701,710,1113,2004-07-01 17:21:09,2004,7,1,17,21,9
50702,1113,710,2004-07-01 17:25:01,2004,7,1,17,25,1
50703,725,1624,2004-07-01 17:33:46,2004,7,1,17,33,46
50704,1644,249,2004-07-01 17:57:16,2004,7,1,17,57,16
50705,1624,725,2004-07-01 17:58:56,2004,7,1,17,58,56
50706,1406,1362,2004-07-01 17:59:40,2004,7,1,17,59,40
50707,1513,970,2004-07-01 18:00:36,2004,7,1,18,0,36
50708,176,969,2004-07-01 18:06:13,2004,7,1,18,6,13
50709,970,1513,2004-07-01 18:18:16,2004,7,1,18,18,16
50710,1727,361,2004-07-01 18:22:23,2004,7,1,18,22,23
50711,1727,1183,2004-07-01 18:24:28,2004,7,1,18,24,28
50712,42,257,2004-07-01 18:26:42,2004,7,1,18,26,42
50713,42,1255,2004-07-01 18:27:18,2004,7,1,18,27,18
50714,42,1255,2004-07-01 18:27:40,2004,7,1,18,27,40
50715,557,525,2004-07-01 18:38:44,2004,7,1,18,38,44
50716,1255,42,2004-07-01 18:44:39,2004,7,1,18,44,39
50717,495,1713,2004-07-01 19:15:52,2004,7,1,19,15,52
50718,495,249,2004-07-01 19:16:26,2004,7,1,19,16,26
50719,495,1406,2004-07-01 19:16:44,2004,7,1,19,16,44
50720,495,456,2004-07-01 19:17:12,2004,7,1,19,17,12
50721,1713,495,2004-07-01 19:20:28,2004,7,1,19,20,28
50722,495,741,2004-07-01 19:25:56,2004,7,1,19,25,56
50723,495,1713,2004-07-01 19:26:03,2004,7,1,19,26,3
50724,1656,1493,2004-07-01 19:31:19,2004,7,1,19,31,19
50725,1343,249,2004-07-01 19:32:59,2004,7,1,19,32,59
50726,1343,1113,2004-07-01 19:33:24,2004,7,1,19,33,24
50727,710,1113,2004-07-01 19:45:34,2004,7,1,19,45,34
50728,63,1520,2004-07-01 19:56:27,2004,7,1,19,56,27
50729,710,699,2004-07-01 19:57:27,2004,7,1,19,57,27
50730,1113,1343,2004-07-01 19:58:44,2004,7,1,19,58,44
50731,1113,710,2004-07-01 19:59:18,2004,7,1,19,59,18
50732,1079,27,2004-07-01 20:53:59,2004,7,1,20,53,59
50733,561,95,2004-07-01 20:56:43,2004,7,1,20,56,43
50734,249,61,2004-07-01 20:59:40,2004,7,1,20,59,40
50735,1387,557,2004-07-01 21:13:07,2004,7,1,21,13,7
50736,1387,1285,2004-07-01 21:14:07,2004,7,1,21,14,7
50737,1387,1285,2004-07-01 21:15:18,2004,7,1,21,15,18
50738,1387,95,2004-07-01 21:16:46,2004,7,1,21,16,46
50739,1343,1113,2004-07-01 21:18:41,2004,7,1,21,18,41
50740,525,557,2004-07-01 21:27:00,2004,7,1,21,27,0
50741,525,547,2004-07-01 21:30:31,2004,7,1,21,30,31
50742,1113,1343,2004-07-01 21:34:30,2004,7,1,21,34,30
50743,547,525,2004-07-01 21:34:56,2004,7,1,21,34,56
50744,1111,1190,2004-07-01 21:35:23,2004,7,1,21,35,23
50745,1713,525,2004-07-01 21:35:28,2004,7,1,21,35,28
50746,1181,1667,2004-07-01 21:35:41,2004,7,1,21,35,41
50747,249,1343,2004-07-01 21:35:55,2004,7,1,21,35,55
50748,249,1489,2004-07-01 21:36:21,2004,7,1,21,36,21
50749,1713,1181,2004-07-01 21:37:35,2004,7,1,21,37,35
50750,525,547,2004-07-01 21:39:23,2004,7,1,21,39,23
50751,525,1713,2004-07-01 21:39:42,2004,7,1,21,39,42
50752,1713,525,2004-07-01 21:42:28,2004,7,1,21,42,28
50753,547,525,2004-07-01 21:43:12,2004,7,1,21,43,12
50754,525,1713,2004-07-01 21:43:26,2004,7,1,21,43,26
50755,1713,525,2004-07-01 21:45:55,2004,7,1,21,45,55
50756,525,547,2004-07-01 21:45:59,2004,7,1,21,45,59
50757,525,1713,2004-07-01 21:46:13,2004,7,1,21,46,13
50758,1190,1111,2004-07-01 21:52:44,2004,7,1,21,52,44
50759,1295,431,2004-07-01 22:12:54,2004,7,1,22,12,54
50760,394,1190,2004-07-01 22:25:36,2004,7,1,22,25,36
50761,1667,1181,2004-07-01 22:39:12,2004,7,1,22,39,12
50762,27,1079,2004-07-01 22:50:16,2004,7,1,22,50,16
50763,1079,27,2004-07-01 22:53:48,2004,7,1,22,53,48
50764,9,1731,2004-07-01 23:02:43,2004,7,1,23,2,43
50765,9,1343,2004-07-01 23:02:58,2004,7,1,23,2,58
50766,1290,1677,2004-07-01 23:07:33,2004,7,1,23,7,33
50767,431,1295,2004-07-01 23:10:04,2004,7,1,23,10,4
50768,1130,1713,2004-07-01 23:13:50,2004,7,1,23,13,50
