,country,year,life_expectancy
148480,Belarus,1990,70.5
148481,Belgium,1990,76.0
148482,Belize,1990,71.4
148483,Benin,1990,56.1
148484,Bermuda,1990,71.1
148485,Bhutan,1990,61.4
148486,Bolivia,1990,61.6
148487,Bosnia and Herzegovina,1990,72.7
148488,Botswana,1990,62.3
148489,Brazil,1990,67.9
148491,Brunei,1990,73.8
148492,Bulgaria,1990,71.4
148493,Burkina Faso,1990,51.4
148494,Burundi,1990,45.6
148495,Cambodia,1990,57.6
148496,Cameroon,1990,58.4
148497,Canada,1990,77.4
148498,Cape Verde,1990,68.7
148500,Central African Republic,1990,48.4
148501,Chad,1990,53.7
148502,Channel Islands,1990,75.51
148503,Chile,1990,73.1
148504,China,1990,66.7
148507,Colombia,1990,71.5
148508,Comoros,1990,57.1
148509,"Congo, Dem. Rep.",1990,54.5
148510,"Congo, Rep.",1990,54.3
148512,Costa Rica,1990,76.6
148513,Cote d'Ivoire,1990,55.3
148514,Croatia,1990,72.6
148515,Cuba,1990,74.7
148516,Cyprus,1990,76.8
148517,Czech Republic,1990,71.8
148519,Denmark,1990,75.1
148520,Djibouti,1990,61.0
148521,Dominica,1990,72.8
148522,Dominican Republic,1990,71.8
148524,Ecuador,1990,71.2
148525,Egypt,1990,65.2
148526,El Salvador,1990,67.7
148527,Equatorial Guinea,1990,48.9
148528,Eritrea,1990,52.4
148530,Estonia,1990,70.1
148531,Ethiopia,1990,45.2
148534,Fiji,1990,65.1
148535,Finland,1990,75.1
148536,France,1990,77.2
148537,French Guiana,1990,71.94
148538,French Polynesia,1990,68.7
148539,Gabon,1990,59.5
148540,Gambia,1990,61.3
148541,Georgia,1990,69.9
148542,Germany,1990,75.4
148543,Ghana,1990,58.0
148545,Greece,1990,77.0
148546,Greenland,1990,64.6
148547,Grenada,1990,69.9
148548,Guadeloupe,1990,73.72
148549,Guam,1990,72.6
148550,Guatemala,1990,64.6
148552,Guinea,1990,52.0
148553,Guinea-Bissau,1990,51.5
148554,Guyana,1990,64.2
148555,Haiti,1990,54.3
148557,Honduras,1990,70.3
148558,"Hong Kong, China",1990,77.52
148559,Hungary,1990,69.5
148560,Iceland,1990,78.3
148561,India,1990,58.2
148562,Indonesia,1990,64.0
148563,Iran,1990,66.0
148564,Iraq,1990,65.7
148565,Ireland,1990,76.3
148567,Israel,1990,76.7
148568,Italy,1990,77.0
148569,Jamaica,1990,74.8
148570,Japan,1990,79.0
148572,Jordan,1990,71.5
148573,Kazakhstan,1990,68.0
148574,Kenya,1990,61.8
148575,Kiribati,1990,58.0
148576,North Korea,1990,68.9
148577,South Korea,1990,71.8
148580,Kuwait,1990,77.2
148581,Kyrgyz Republic,1990,66.0
148582,Lao,1990,51.5
148583,Latvia,1990,69.6
148584,Lebanon,1990,69.3
148585,Lesotho,1990,60.5
148586,Liberia,1990,48.6
148587,Libya,1990,73.4
148589,Lithuania,1990,71.5
148590,Luxembourg,1990,75.2
148591,"Macao, China",1990,75.36
148592,"Macedonia, FYR",1990,71.7
148593,Madagascar,1990,56.0
148594,Malawi,1990,48.8
148595,Malaysia,1990,71.8
148596,Maldives,1990,66.0
148597,Mali,1990,50.0
148598,Malta,1990,77.1
148599,Marshall Islands,1990,64.6
148600,Martinique,1990,74.79
148601,Mauritania,1990,59.5
148602,Mauritius,1990,69.3
148603,Mayotte,1990,72.14
148604,Mexico,1990,71.5
148605,"Micronesia, Fed. Sts.",1990,64.3
148606,Moldova,1990,68.2
148608,Mongolia,1990,62.3
148609,Montenegro,1990,74.6
148611,Morocco,1990,67.7
148612,Mozambique,1990,51.5
148613,Myanmar,1990,57.6
148614,Namibia,1990,61.7
148616,Nepal,1990,58.4
148617,Netherlands,1990,77.0
148618,Netherlands Antilles,1990,74.54
148619,New Caledonia,1990,70.7
148620,New Zealand,1990,75.6
148622,Nicaragua,1990,73.3
148623,Niger,1990,47.2
148624,Nigeria,1990,54.1
148628,Northern Mariana Islands,1990,72.3
148629,Norway,1990,76.6
148630,Oman,1990,72.1
148631,Pakistan,1990,62.1
148633,Panama,1990,74.9
148634,Papua New Guinea,1990,56.0
148635,Paraguay,1990,74.2
148636,Peru,1990,68.7
148637,Philippines,1990,67.6
148639,Poland,1990,70.9
148640,Portugal,1990,74.2
148641,Puerto Rico,1990,73.8
148642,Qatar,1990,74.5
148643,Reunion,1990,72.69
148644,Romania,1990,70.0
148645,Russia,1990,69.2
148646,Rwanda,1990,50.5
148650,St. Lucia,1990,70.2
148652,St. Vincent and the Grenadines,1990,69.7
148654,Samoa,1990,69.1
148656,Sao Tome and Principe,1990,63.4
148657,Saudi Arabia,1990,73.9
148658,Senegal,1990,57.8
148659,Serbia,1990,72.5
148662,Seychelles,1990,69.1
148663,Sierra Leone,1990,51.6
148664,Singapore,1990,74.9
148665,Slovak Republic,1990,71.0
148666,Slovenia,1990,73.7
148667,Solomon Islands,1990,60.1
148668,Somalia,1990,48.8
148670,South Africa,1990,62.0
148672,Spain,1990,76.9
148673,Sri Lanka,1990,70.5
148674,Sudan,1990,58.9
148675,Suriname,1990,69.7
148677,Swaziland,1990,60.7
148678,Sweden,1990,77.6
148679,Switzerland,1990,77.5
148680,Syria,1990,70.5
148681,Taiwan,1990,73.8
148682,Tajikistan,1990,65.3
148683,Tanzania,1990,55.2
148684,Thailand,1990,71.0
148685,Timor-Leste,1990,58.5
148686,Togo,1990,57.8
148688,Tonga,1990,69.1
148690,Trinidad and Tobago,1990,69.1
148691,Tunisia,1990,71.8
148692,Turkey,1990,68.1
148693,Turkmenistan,1990,63.9
148696,Uganda,1990,50.7
148697,Ukraine,1990,70.0
148698,United Arab Emirates,1990,70.6
148699,United Kingdom,1990,75.7
148700,United States,1990,75.4
148701,Uruguay,1990,73.0
148703,Uzbekistan,1990,67.8
148705,Vanuatu,1990,61.9
148706,Venezuela,1990,72.5
148707,West Bank and Gaza,1990,71.8
148709,Western Sahara,1990,57.59
148710,Vietnam,1990,69.3
148711,Virgin Islands (U.S.),1990,74.73
148714,Yemen,1990,58.5
148716,Zambia,1990,51.9
148717,Zimbabwe,1990,63.0
148719,South Sudan,1990,50.9
149241,Afghanistan,1991,49.3
149243,Albania,1991,73.4
149244,Algeria,1991,70.5
149245,American Samoa,1991,70.2
149246,Andorra,1991,81.8
149247,Angola,1991,49.3
149249,Antigua and Barbuda,1991,73.6
149250,Argentina,1991,72.7
149251,Armenia,1991,69.7
149252,Aruba,1991,73.51
149253,Australia,1991,77.4
149254,Austria,1991,75.8
149255,Azerbaijan,1991,65.3
149256,Bahamas,1991,68.9
149257,Bahrain,1991,72.0
149258,Bangladesh,1991,56.4
149259,Barbados,1991,73.2
149260,Belarus,1991,70.1
149261,Belgium,1991,76.2
149262,Belize,1991,71.2
149263,Benin,1991,56.3
149264,Bermuda,1991,71.2
149265,Bhutan,1991,61.9
149266,Bolivia,1991,62.2
149267,Bosnia and Herzegovina,1991,72.7
149268,Botswana,1991,62.0
149269,Brazil,1991,68.1
149271,Brunei,1991,73.8
149272,Bulgaria,1991,71.3
149273,Burkina Faso,1991,51.4
149274,Burundi,1991,45.4
149275,Cambodia,1991,57.9
149276,Cameroon,1991,58.2
149277,Canada,1991,77.6
149278,Cape Verde,1991,68.6
149280,Central African Republic,1991,48.1
149281,Chad,1991,54.3
149282,Channel Islands,1991,75.73
149283,Chile,1991,74.1
149284,China,1991,67.0
149287,Colombia,1991,71.1
149288,Comoros,1991,57.4
149289,"Congo, Dem. Rep.",1991,54.4
149290,"Congo, Rep.",1991,54.4
149292,Costa Rica,1991,76.5
149293,Cote d'Ivoire,1991,54.9
149294,Croatia,1991,71.9
149295,Cuba,1991,74.8
149296,Cyprus,1991,76.4
149297,Czech Republic,1991,72.0
149299,Denmark,1991,75.4
149300,Djibouti,1991,60.7
149301,Dominica,1991,72.6
149302,Dominican Republic,1991,72.2
149304,Ecuador,1991,71.4
149305,Egypt,1991,65.4
149306,El Salvador,1991,68.1
149307,Equatorial Guinea,1991,48.7
149308,Eritrea,1991,53.4
149310,Estonia,1991,69.6
149311,Ethiopia,1991,46.9
149314,Fiji,1991,65.1
149315,Finland,1991,75.4
149316,France,1991,77.3
149317,French Guiana,1991,72.27
149318,French Polynesia,1991,69.01
149319,Gabon,1991,59.8
149320,Gambia,1991,61.5
149321,Georgia,1991,69.9
149322,Germany,1991,75.6
149323,Ghana,1991,58.4
149325,Greece,1991,77.1
149326,Greenland,1991,65.1
149327,Grenada,1991,70.2
149328,Guadeloupe,1991,74.08
149329,Guam,1991,72.4
149330,Guatemala,1991,64.0
149332,Guinea,1991,52.3
149333,Guinea-Bissau,1991,51.7
149334,Guyana,1991,64.3
149335,Haiti,1991,54.4
149337,Honduras,1991,70.3
149338,"Hong Kong, China",1991,77.77
149339,Hungary,1991,69.2
149340,Iceland,1991,78.4
149341,India,1991,58.5
149342,Indonesia,1991,64.5
149343,Iran,1991,67.8
149344,Iraq,1991,63.9
149345,Ireland,1991,76.7
149347,Israel,1991,76.5
149348,Italy,1991,77.0
149349,Jamaica,1991,74.9
149350,Japan,1991,79.1
149352,Jordan,1991,71.9
149353,Kazakhstan,1991,67.6
149354,Kenya,1991,61.1
149355,Kiribati,1991,58.2
149356,North Korea,1991,69.2
149357,South Korea,1991,72.2
149360,Kuwait,1991,64.4
149361,Kyrgyz Republic,1991,65.9
149362,Lao,1991,52.0
149363,Latvia,1991,69.1
149364,Lebanon,1991,71.9
149365,Lesotho,1991,60.6
149366,Liberia,1991,51.5
149367,Libya,1991,73.7
149369,Lithuania,1991,70.5
149370,Luxembourg,1991,75.5
149371,"Macao, China",1991,75.61
149372,"Macedonia, FYR",1991,71.7
149373,Madagascar,1991,56.2
149374,Malawi,1991,48.6
149375,Malaysia,1991,72.0
149376,Maldives,1991,66.7
149377,Mali,1991,50.5
149378,Malta,1991,77.3
149379,Marshall Islands,1991,64.8
149380,Martinique,1991,75.15
149381,Mauritania,1991,60.2
149382,Mauritius,1991,69.6
149383,Mayotte,1991,72.53
149384,Mexico,1991,71.9
149385,"Micronesia, Fed. Sts.",1991,64.5
149386,Moldova,1991,67.4
149388,Mongolia,1991,62.3
149389,Montenegro,1991,74.4
149391,Morocco,1991,68.1
149392,Mozambique,1991,51.7
149393,Myanmar,1991,57.8
149394,Namibia,1991,61.9
149396,Nepal,1991,59.1
149397,Netherlands,1991,77.2
149398,Netherlands Antilles,1991,74.53
149399,New Caledonia,1991,71.01
149400,New Zealand,1991,75.9
149402,Nicaragua,1991,73.7
149403,Niger,1991,47.9
149404,Nigeria,1991,54.3
149408,Northern Mariana Islands,1991,72.8
149409,Norway,1991,77.0
149410,Oman,1991,72.5
149411,Pakistan,1991,62.2
149413,Panama,1991,75.0
149414,Papua New Guinea,1991,56.0
149415,Paraguay,1991,74.2
149416,Peru,1991,69.2
149417,Philippines,1991,67.9
149419,Poland,1991,70.7
149420,Portugal,1991,74.2
149421,Puerto Rico,1991,73.8
149422,Qatar,1991,74.4
149423,Reunion,1991,73.06
149424,Romania,1991,70.5
149425,Russia,1991,69.1
149426,Rwanda,1991,49.3
149430,St. Lucia,1991,70.4
149432,St. Vincent and the Grenadines,1991,69.7
149434,Samoa,1991,69.1
149436,Sao Tome and Principe,1991,63.5
149437,Saudi Arabia,1991,74.3
149438,Senegal,1991,58.0
149439,Serbia,1991,71.4
149442,Seychelles,1991,69.1
149443,Sierra Leone,1991,51.4
149444,Singapore,1991,75.6
149445,Slovak Republic,1991,71.1
149446,Slovenia,1991,73.6
149447,Solomon Islands,1991,60.0
149448,Somalia,1991,47.4
149450,South Africa,1991,62.5
149452,Spain,1991,77.0
149453,Sri Lanka,1991,71.3
149454,Sudan,1991,59.2
149455,Suriname,1991,69.9
149457,Swaziland,1991,60.7
149458,Sweden,1991,77.7
149459,Switzerland,1991,77.6
149460,Syria,1991,71.0
149461,Taiwan,1991,74.2
149462,Tajikistan,1991,65.3
149463,Tanzania,1991,55.1
149464,Thailand,1991,71.0
149465,Timor-Leste,1991,59.2
149466,Togo,1991,57.8
149468,Tonga,1991,69.3
149470,Trinidad and Tobago,1991,69.3
149471,Tunisia,1991,72.0
149472,Turkey,1991,68.5
149473,Turkmenistan,1991,63.5
149476,Uganda,1991,50.0
149477,Ukraine,1991,69.4
149478,United Arab Emirates,1991,70.8
149479,United Kingdom,1991,76.0
149480,United States,1991,75.5
149481,Uruguay,1991,72.6
149483,Uzbekistan,1991,67.6
149485,Vanuatu,1991,62.0
149486,Venezuela,1991,72.4
149487,West Bank and Gaza,1991,72.0
149489,Western Sahara,1991,58.09
149490,Vietnam,1991,69.6
149491,Virgin Islands (U.S.),1991,75.04
149494,Yemen,1991,58.9
149496,Zambia,1991,50.7
149497,Zimbabwe,1991,62.7
149499,South Sudan,1991,51.0
150021,Afghanistan,1992,49.4
150023,Albania,1992,73.6
150024,Algeria,1992,70.9
150025,American Samoa,1992,70.2
150026,Andorra,1992,81.9
150027,Angola,1992,49.6
150029,Antigua and Barbuda,1992,73.5
150030,Argentina,1992,72.8
150031,Armenia,1992,68.8
150032,Aruba,1992,73.54
150033,Australia,1992,77.6
150034,Austria,1992,76.0
150035,Azerbaijan,1992,63.7
150036,Bahamas,1992,69.2
150037,Bahrain,1992,72.1
150038,Bangladesh,1992,59.7
150039,Barbados,1992,73.2
150040,Belarus,1992,69.6
150041,Belgium,1992,76.3
150042,Belize,1992,71.1
150043,Benin,1992,56.6
150044,Bermuda,1992,71.1
150045,Bhutan,1992,62.4
150046,Bolivia,1992,62.7
150047,Bosnia and Herzegovina,1992,68.0
150048,Botswana,1992,61.2
150049,Brazil,1992,68.3
150051,Brunei,1992,74.0
150052,Bulgaria,1992,71.2
150053,Burkina Faso,1992,51.3
150054,Burundi,1992,45.3
150055,Cambodia,1992,58.2
150056,Cameroon,1992,57.9
150057,Canada,1992,77.7
150058,Cape Verde,1992,68.6
150060,Central African Republic,1992,48.0
150061,Chad,1992,53.9
150062,Channel Islands,1992,75.94
150063,Chile,1992,75.0
150064,China,1992,67.2
150067,Colombia,1992,71.1
150068,Comoros,1992,57.8
150069,"Congo, Dem. Rep.",1992,54.3
150070,"Congo, Rep.",1992,54.4
150072,Costa Rica,1992,76.6
150073,Cote d'Ivoire,1992,54.4
150074,Croatia,1992,72.3
150075,Cuba,1992,74.7
150076,Cyprus,1992,76.7
150077,Czech Republic,1992,72.3
150079,Denmark,1992,75.4
150080,Djibouti,1992,60.4
150081,Dominica,1992,72.6
150082,Dominican Republic,1992,72.5
150084,Ecuador,1992,71.7
150085,Egypt,1992,66.1
150086,El Salvador,1992,68.9
150087,Equatorial Guinea,1992,48.7
150088,Eritrea,1992,54.9
150090,Estonia,1992,69.3
150091,Ethiopia,1992,47.8
150094,Fiji,1992,65.0
150095,Finland,1992,75.7
150096,France,1992,77.6
150097,French Guiana,1992,72.61
150098,French Polynesia,1992,69.33
150099,Gabon,1992,60.2
150100,Gambia,1992,61.5
150101,Georgia,1992,69.4
150102,Germany,1992,76.0
150103,Ghana,1992,58.7
150105,Greece,1992,77.1
150106,Greenland,1992,65.5
150107,Grenada,1992,70.2
150108,Guadeloupe,1992,74.44
150109,Guam,1992,72.4
150110,Guatemala,1992,63.8
150112,Guinea,1992,52.5
150113,Guinea-Bissau,1992,51.8
150114,Guyana,1992,64.5
150115,Haiti,1992,54.9
150117,Honduras,1992,70.1
150118,"Hong Kong, China",1992,78.01
150119,Hungary,1992,69.1
150120,Iceland,1992,78.6
150121,India,1992,58.8
150122,Indonesia,1992,64.9
150123,Iran,1992,68.5
150124,Iraq,1992,65.4
150125,Ireland,1992,76.8
150127,Israel,1992,76.3
150128,Italy,1992,77.3
150129,Jamaica,1992,74.9
150130,Japan,1992,79.3
150132,Jordan,1992,72.2
150133,Kazakhstan,1992,67.1
150134,Kenya,1992,60.3
150135,Kiribati,1992,58.4
150136,North Korea,1992,69.4
150137,South Korea,1992,72.7
150140,Kuwait,1992,80.0
150141,Kyrgyz Republic,1992,65.6
150142,Lao,1992,52.4
150143,Latvia,1992,68.4
150144,Lebanon,1992,72.2
150145,Lesotho,1992,60.4
150146,Liberia,1992,51.8
150147,Libya,1992,73.8
150149,Lithuania,1992,70.3
150150,Luxembourg,1992,75.8
150151,"Macao, China",1992,75.86
150152,"Macedonia, FYR",1992,71.6
150153,Madagascar,1992,56.4
150154,Malawi,1992,48.3
150155,Malaysia,1992,72.2
150156,Maldives,1992,67.3
150157,Mali,1992,50.8
150158,Malta,1992,77.5
150159,Marshall Islands,1992,64.9
150160,Martinique,1992,75.51
150161,Mauritania,1992,60.4
150162,Mauritius,1992,69.7
150163,Mayotte,1992,72.91
150164,Mexico,1992,72.1
150165,"Micronesia, Fed. Sts.",1992,64.7
150166,Moldova,1992,67.6
150168,Mongolia,1992,62.2
150169,Montenegro,1992,74.2
150171,Morocco,1992,68.4
150172,Mozambique,1992,52.1
150173,Myanmar,1992,58.1
150174,Namibia,1992,62.0
150176,Nepal,1992,60.0
150177,Netherlands,1992,77.3
150178,Netherlands Antilles,1992,74.52
150179,New Caledonia,1992,71.31
150180,New Zealand,1992,76.2
150182,Nicaragua,1992,73.6
150183,Niger,1992,48.2
150184,Nigeria,1992,54.4
150188,Northern Mariana Islands,1992,73.2
150189,Norway,1992,77.1
150190,Oman,1992,72.9
150191,Pakistan,1992,62.1
150193,Panama,1992,75.0
150194,Papua New Guinea,1992,56.2
150195,Paraguay,1992,74.1
150196,Peru,1992,69.5
150197,Philippines,1992,68.2
150199,Poland,1992,71.1
150200,Portugal,1992,74.6
150201,Puerto Rico,1992,73.7
150202,Qatar,1992,74.5
150203,Reunion,1992,73.41
150204,Romania,1992,70.0
150205,Russia,1992,68.0
150206,Rwanda,1992,48.0
150210,St. Lucia,1992,70.5
150212,St. Vincent and the Grenadines,1992,69.7
150214,Samoa,1992,69.5
150216,Sao Tome and Principe,1992,63.6
150217,Saudi Arabia,1992,74.6
150218,Senegal,1992,58.0
150219,Serbia,1992,72.4
150222,Seychelles,1992,69.2
150223,Sierra Leone,1992,51.9
150224,Singapore,1992,76.0
150225,Slovak Republic,1992,71.4
150226,Slovenia,1992,73.8
150227,Solomon Islands,1992,60.4
150228,Somalia,1992,48.4
150230,South Africa,1992,62.4
150232,Spain,1992,77.4
150233,Sri Lanka,1992,72.0
150234,Sudan,1992,59.4
150235,Suriname,1992,69.8
150237,Swaziland,1992,61.0
150238,Sweden,1992,78.1
150239,Switzerland,1992,77.9
150240,Syria,1992,71.8
150241,Taiwan,1992,74.3
150242,Tajikistan,1992,62.6
150243,Tanzania,1992,54.7
150244,Thailand,1992,70.9
150245,Timor-Leste,1992,59.9
150246,Togo,1992,57.9
150248,Tonga,1992,69.4
150250,Trinidad and Tobago,1992,69.2
150251,Tunisia,1992,72.2
150252,Turkey,1992,69.2
150253,Turkmenistan,1992,63.5
150256,Uganda,1992,49.6
150257,Ukraine,1992,68.8
150258,United Arab Emirates,1992,71.1
150259,United Kingdom,1992,76.2
150260,United States,1992,75.8
150261,Uruguay,1992,73.2
150263,Uzbekistan,1992,67.3
150265,Vanuatu,1992,62.1
150266,Venezuela,1992,72.4
150267,West Bank and Gaza,1992,72.4
150269,Western Sahara,1992,58.56
150270,Vietnam,1992,69.8
150271,Virgin Islands (U.S.),1992,75.34
150274,Yemen,1992,59.3
150276,Zambia,1992,49.6
150277,Zimbabwe,1992,61.4
150279,South Sudan,1992,51.6
150801,Afghanistan,1993,49.5
150803,Albania,1993,73.6
150804,Algeria,1993,71.2
150805,American Samoa,1993,70.5
150806,Andorra,1993,82.2
150807,Angola,1993,48.4
150809,Antigua and Barbuda,1993,73.4
150810,Argentina,1993,73.1
150811,Armenia,1993,68.3
150812,Aruba,1993,73.57
150813,Australia,1993,77.9
150814,Austria,1993,76.2
150815,Azerbaijan,1993,64.0
150816,Bahamas,1993,69.7
150817,Bahrain,1993,72.5
150818,Bangladesh,1993,60.5
150819,Barbados,1993,73.1
150820,Belarus,1993,68.9
150821,Belgium,1993,76.5
150822,Belize,1993,70.8
150823,Benin,1993,56.9
150824,Bermuda,1993,71.0
150825,Bhutan,1993,62.8
150826,Bolivia,1993,63.2
150827,Bosnia and Herzegovina,1993,68.3
150828,Botswana,1993,60.1
150829,Brazil,1993,68.5
150831,Brunei,1993,74.2
150832,Bulgaria,1993,71.1
150833,Burkina Faso,1993,51.3
150834,Burundi,1993,45.1
150835,Cambodia,1993,58.1
150836,Cameroon,1993,57.4
150837,Canada,1993,77.8
150838,Cape Verde,1993,68.4
150840,Central African Republic,1993,47.5
150841,Chad,1993,54.0
150842,Channel Islands,1993,76.14
150843,Chile,1993,75.2
150844,China,1993,67.5
150847,Colombia,1993,71.4
150848,Comoros,1993,58.2
150849,"Congo, Dem. Rep.",1993,54.3
150850,"Congo, Rep.",1993,53.5
150852,Costa Rica,1993,76.6
150853,Cote d'Ivoire,1993,53.7
150854,Croatia,1993,72.9
150855,Cuba,1993,74.7
150856,Cyprus,1993,76.8
150857,Czech Republic,1993,72.7
150859,Denmark,1993,75.4
150860,Djibouti,1993,60.7
150861,Dominica,1993,72.6
150862,Dominican Republic,1993,72.5
150864,Ecuador,1993,71.8
150865,Egypt,1993,66.4
150866,El Salvador,1993,69.3
150867,Equatorial Guinea,1993,48.6
150868,Eritrea,1993,56.2
150870,Estonia,1993,68.2
150871,Ethiopia,1993,48.4
150874,Fiji,1993,64.8
150875,Finland,1993,76.0
150876,France,1993,77.7
150877,French Guiana,1993,72.93
150878,French Polynesia,1993,69.68
150879,Gabon,1993,60.1
150880,Gambia,1993,62.0
150881,Georgia,1993,69.2
150882,Germany,1993,76.1
150883,Ghana,1993,59.5
150885,Greece,1993,77.5
150886,Greenland,1993,65.9
150887,Grenada,1993,70.0
150888,Guadeloupe,1993,74.79
150889,Guam,1993,72.5
150890,Guatemala,1993,64.2
150892,Guinea,1993,53.0
150893,Guinea-Bissau,1993,52.0
150894,Guyana,1993,64.4
150895,Haiti,1993,54.7
150897,Honduras,1993,69.9
150898,"Hong Kong, China",1993,78.25
150899,Hungary,1993,69.2
150900,Iceland,1993,78.8
150901,India,1993,59.1
150902,Indonesia,1993,65.3
150903,Iran,1993,69.1
150904,Iraq,1993,65.4
150905,Ireland,1993,76.9
150907,Israel,1993,76.9
150908,Italy,1993,77.6
150909,Jamaica,1993,74.8
150910,Japan,1993,79.4
150912,Jordan,1993,72.2
150913,Kazakhstan,1993,65.3
150914,Kenya,1993,59.5
150915,Kiribati,1993,58.4
150916,North Korea,1993,69.6
150917,South Korea,1993,73.1
150920,Kuwait,1993,78.7
150921,Kyrgyz Republic,1993,65.3
150922,Lao,1993,52.8
150923,Latvia,1993,66.7
150924,Lebanon,1993,72.5
150925,Lesotho,1993,60.1
150926,Liberia,1993,50.1
150927,Libya,1993,74.2
150929,Lithuania,1993,69.1
150930,Luxembourg,1993,76.2
150931,"Macao, China",1993,76.1
150932,"Macedonia, FYR",1993,71.5
150933,Madagascar,1993,56.3
150934,Malawi,1993,48.0
150935,Malaysia,1993,72.4
150936,Maldives,1993,67.9
150937,Mali,1993,51.2
150938,Malta,1993,77.9
150939,Marshall Islands,1993,65.1
150940,Martinique,1993,75.86
150941,Mauritania,1993,60.7
150942,Mauritius,1993,69.8
150943,Mayotte,1993,73.28
150944,Mexico,1993,72.4
150945,"Micronesia, Fed. Sts.",1993,64.9
150946,Moldova,1993,67.4
150948,Mongolia,1993,62.0
150949,Montenegro,1993,73.9
150951,Morocco,1993,68.6
150952,Mozambique,1993,52.3
150953,Myanmar,1993,58.4
150954,Namibia,1993,62.0
150956,Nepal,1993,60.2
150957,Netherlands,1993,77.2
150958,Netherlands Antilles,1993,74.5
150959,New Caledonia,1993,71.6
150960,New Zealand,1993,76.5
150962,Nicaragua,1993,73.9
150963,Niger,1993,48.6
150964,Nigeria,1993,54.5
150968,Northern Mariana Islands,1993,73.5
150969,Norway,1993,77.5
150970,Oman,1993,73.3
150971,Pakistan,1993,62.0
150973,Panama,1993,75.2
150974,Papua New Guinea,1993,56.4
150975,Paraguay,1993,74.1
150976,Peru,1993,70.0
150977,Philippines,1993,68.3
150979,Poland,1993,71.7
150980,Portugal,1993,74.7
150981,Puerto Rico,1993,73.8
150982,Qatar,1993,74.5
150983,Reunion,1993,73.77
150984,Romania,1993,69.8
150985,Russia,1993,65.2
150986,Rwanda,1993,46.7
150990,St. Lucia,1993,70.7
150992,St. Vincent and the Grenadines,1993,69.7
150994,Samoa,1993,69.7
150996,Sao Tome and Principe,1993,63.7
150997,Saudi Arabia,1993,74.9
150998,Senegal,1993,58.2
150999,Serbia,1993,72.3
151002,Seychelles,1993,69.3
151003,Sierra Leone,1993,52.1
151004,Singapore,1993,76.2
151005,Slovak Republic,1993,71.9
151006,Slovenia,1993,73.9
151007,Solomon Islands,1993,60.6
151008,Somalia,1993,49.7
151010,South Africa,1993,63.0
151012,Spain,1993,77.6
151013,Sri Lanka,1993,72.9
151014,Sudan,1993,59.5
151015,Suriname,1993,69.7
151017,Swaziland,1993,61.3
151018,Sweden,1993,78.3
151019,Switzerland,1993,78.3
151020,Syria,1993,72.0
151021,Taiwan,1993,74.5
151022,Tajikistan,1993,64.2
151023,Tanzania,1993,54.5
151024,Thailand,1993,70.8
151025,Timor-Leste,1993,60.6
151026,Togo,1993,57.8
151028,Tonga,1993,69.5
151030,Trinidad and Tobago,1993,69.3
151031,Tunisia,1993,72.2
151032,Turkey,1993,69.7
151033,Turkmenistan,1993,63.5
151036,Uganda,1993,49.0
151037,Ukraine,1993,68.3
151038,United Arab Emirates,1993,71.3
151039,United Kingdom,1993,76.3
151040,United States,1993,75.7
151041,Uruguay,1993,73.2
151043,Uzbekistan,1993,67.0
151045,Vanuatu,1993,62.2
151046,Venezuela,1993,72.5
151047,West Bank and Gaza,1993,72.8
151049,Western Sahara,1993,59.03
151050,Vietnam,1993,70.1
151051,Virgin Islands (U.S.),1993,75.64
151054,Yemen,1993,59.6
151056,Zambia,1993,48.6
151057,Zimbabwe,1993,59.8
151059,South Sudan,1993,51.9
151581,Afghanistan,1994,48.9
151583,Albania,1994,73.6
151584,Algeria,1994,71.4
151585,American Samoa,1994,70.5
151586,Andorra,1994,82.3
151587,Angola,1994,50.0
151589,Antigua and Barbuda,1994,73.4
151590,Argentina,1994,73.4
151591,Armenia,1994,68.6
151592,Aruba,1994,73.6
151593,Australia,1994,78.1
151594,Austria,1994,76.5
151595,Azerbaijan,1994,63.5
151596,Bahamas,1994,69.5
151597,Bahrain,1994,72.9
151598,Bangladesh,1994,61.2
151599,Barbados,1994,73.0
151600,Belarus,1994,68.6
151601,Belgium,1994,76.6
151602,Belize,1994,70.6
151603,Benin,1994,56.8
151604,Bermuda,1994,71.4
151605,Bhutan,1994,63.1
151606,Bolivia,1994,63.8
151607,Bosnia and Herzegovina,1994,71.1
151608,Botswana,1994,58.6
151609,Brazil,1994,68.8
151611,Brunei,1994,74.4
151612,Bulgaria,1994,70.9
151613,Burkina Faso,1994,51.3
151614,Burundi,1994,45.0
151615,Cambodia,1994,58.0
151616,Cameroon,1994,57.0
151617,Canada,1994,77.9
151618,Cape Verde,1994,68.3
151620,Central African Republic,1994,47.2
151621,Chad,1994,53.6
151622,Channel Islands,1994,76.34
151623,Chile,1994,75.3
151624,China,1994,67.9
151627,Colombia,1994,71.6
151628,Comoros,1994,58.5
151629,"Congo, Dem. Rep.",1994,54.3
151630,"Congo, Rep.",1994,53.2
151632,Costa Rica,1994,76.7
151633,Cote d'Ivoire,1994,53.2
151634,Croatia,1994,73.4
151635,Cuba,1994,74.8
151636,Cyprus,1994,76.4
151637,Czech Republic,1994,73.0
151639,Denmark,1994,75.4
151640,Djibouti,1994,60.0
151641,Dominica,1994,72.7
151642,Dominican Republic,1994,72.5
151644,Ecuador,1994,72.2
151645,Egypt,1994,66.7
