,Salary,CareerSatisfaction,HoursPerWeek,JobSatisfaction,StackOverflowSatisfaction
15410,23750.0,10.0,,10.0,10.0
15411,101674.641148325,8.0,0.0,8.0,9.0
15412,,8.0,2.0,5.0,8.0
15413,34946.2365591398,5.0,,2.0,9.0
15414,,,,,
15415,7728.33723653396,6.0,2.0,5.0,10.0
15416,,5.0,1.0,4.0,7.0
15417,,,,,10.0
15418,,6.0,1.0,7.0,10.0
15419,500.0,5.0,1.0,7.0,10.0
15420,,10.0,,10.0,
15421,,,,,9.0
15422,,10.0,,10.0,10.0
15423,59139.7849462366,8.0,,7.0,10.0
15424,,8.0,,9.0,9.0
15425,,10.0,2.0,8.0,8.0
15426,,8.0,,8.0,8.0
15427,,7.0,,6.0,6.0
15428,,7.0,,3.0,9.0
15429,,7.0,,8.0,
15430,,5.0,2.0,3.0,7.0
15431,,3.0,8.0,2.0,
15432,84500.0,8.0,,8.0,9.0
15433,,8.0,,9.0,9.0
15434,,10.0,,10.0,
15435,23491.4109528704,9.0,,8.0,9.0
15436,,7.0,0.0,8.0,7.0
15437,,3.0,0.0,,
15438,46245.5303933254,8.0,1.0,8.0,8.0
15439,,9.0,1.0,8.0,
15440,205.549845837616,7.0,1.0,8.0,7.0
15441,,8.0,1.0,6.0,7.0
15442,,3.0,,,8.0
15443,,,10.0,,8.0
15444,30107.5268817204,8.0,,10.0,10.0
15445,,10.0,,8.0,
15446,,6.0,0.0,6.0,
15447,,7.0,1.0,7.0,10.0
15448,,5.0,,6.0,
15449,,3.0,,,
15450,,,,,
15451,,8.0,3.0,7.0,9.0
15452,,6.0,12.0,6.0,10.0
15453,80645.16129032259,5.0,10.0,3.0,8.0
15454,,10.0,,8.0,
15455,,6.0,2.0,,8.0
15456,,,,,6.0
15457,,10.0,,10.0,9.0
15458,10322.5806451613,9.0,,9.0,
15459,,10.0,,9.0,
15460,53763.440860215094,8.0,,8.0,8.0
15461,28494.623655913998,7.0,,7.0,8.0
15462,,6.0,,7.0,
15463,8933.0,6.0,,6.0,8.0
15464,2642.78373219792,10.0,,5.0,10.0
15465,,,0.0,,7.0
15466,,,,,
15467,,,14.0,,6.0
15468,,6.0,2.0,3.0,7.0
15469,42187.5,7.0,,7.0,10.0
15470,,,,,9.0
15471,,7.0,,8.0,8.0
15472,,10.0,2.0,5.0,10.0
15473,,,,,9.0
15474,,4.0,,6.0,10.0
15475,47500.0,8.0,,8.0,8.0
15476,,3.0,3.0,4.0,7.0
15477,,8.0,4.0,4.0,
15478,,7.0,,7.0,
15479,,8.0,,8.0,9.0
15480,,4.0,1.0,5.0,10.0
15481,3098.9272943980895,9.0,,9.0,9.0
15482,,9.0,,9.0,10.0
15483,,7.0,8.0,7.0,8.0
15484,14682.131845544,7.0,,7.0,
15485,,4.0,,,
15486,,8.0,,6.0,8.0
15487,1481.4814814814802,7.0,0.0,8.0,10.0
15488,,7.0,,6.0,
15489,,,,,7.0
15490,,8.0,1.0,8.0,
15491,,8.0,40.0,5.0,8.0
15492,,7.0,,9.0,
15493,,,,,9.0
15494,,8.0,,9.0,7.0
15495,,7.0,,6.0,
15496,,,0.0,,7.0
15497,,7.0,,8.0,7.0
15498,60215.0537634409,6.0,,3.0,10.0
15499,,8.0,,10.0,9.0
15500,,5.0,4.0,,7.0
15501,,,,,8.0
15502,,8.0,20.0,9.0,
15503,43801.0393466964,7.0,4.0,5.0,10.0
15504,,6.0,3.0,5.0,8.0
15505,37634.4086021505,7.0,6.0,6.0,
15506,8015.2671755725205,10.0,2.0,6.0,10.0
15507,3870.96774193548,10.0,,10.0,10.0
15508,700.0,7.0,,10.0,10.0
15509,,9.0,1.0,8.0,
15510,,,,,8.0
15511,,,,,
15512,,6.0,,7.0,
15513,,6.0,1.0,5.0,9.0
15514,8809.27910732638,10.0,,10.0,
15515,,7.0,,8.0,
15516,,7.0,,7.0,9.0
15517,48387.096774193495,6.0,,6.0,7.0
15518,40625.0,7.0,3.0,7.0,7.0
15519,,7.0,4.0,7.0,10.0
15520,,3.0,,,9.0
15521,,6.0,,7.0,
15522,25806.451612903198,6.0,1.0,7.0,8.0
15523,,10.0,,10.0,10.0
15524,,2.0,,,7.0
15525,,9.0,,7.0,
15526,,6.0,,7.0,
15527,,7.0,,3.0,7.0
15528,,8.0,,7.0,10.0
15529,,10.0,,7.0,10.0
15530,,8.0,,6.0,7.0
15531,30000.0,7.0,40.0,7.0,9.0
15532,,9.0,,8.0,6.0
15533,,7.0,,4.0,
15534,,7.0,,7.0,9.0
15535,860.215053763441,8.0,20.0,8.0,
15536,,7.0,,5.0,
15537,,7.0,2.0,8.0,10.0
15538,,5.0,,6.0,8.0
15539,43870.9677419355,7.0,,9.0,9.0
15540,30000.0,8.0,0.0,8.0,8.0
15541,,7.0,,10.0,10.0
15542,,6.0,,9.0,
15543,,6.0,1.0,5.0,8.0
15544,,5.0,,5.0,
15545,,8.0,2.0,7.0,10.0
15546,,,,,
15547,29032.2580645161,9.0,,9.0,9.0
15548,,9.0,0.0,9.0,9.0
15549,,,5.0,,8.0
15550,3842.9406850459495,6.0,1.0,6.0,8.0
15551,,8.0,,8.0,8.0
15552,,7.0,0.0,9.0,8.0
15553,,,2.0,,8.0
15554,,7.0,,6.0,
15555,,5.0,,,
15556,,8.0,1.0,8.0,8.0
15557,,10.0,,10.0,
15558,7741.9354838709705,9.0,,9.0,9.0
15559,,4.0,0.0,4.0,
15560,,10.0,2.0,10.0,8.0
15561,,8.0,,10.0,9.0
15562,,9.0,,9.0,
15563,,8.0,,8.0,
15564,28494.623655913998,10.0,0.0,8.0,8.0
15565,,5.0,5.0,3.0,8.0
15566,,10.0,0.0,8.0,9.0
15567,,6.0,,5.0,5.0
15568,,7.0,1.0,7.0,8.0
15569,,,2.0,,10.0
15570,,7.0,0.0,6.0,8.0
15571,19108.2802547771,8.0,1.0,5.0,9.0
15572,,,4.0,,8.0
15573,,7.0,,4.0,7.0
15574,,8.0,1.0,6.0,7.0
15575,,,0.0,,9.0
15576,,10.0,0.0,10.0,
15577,,9.0,,9.0,9.0
15578,120000.0,8.0,,9.0,7.0
15579,,9.0,,10.0,8.0
15580,31250.0,6.0,0.0,7.0,8.0
15581,,7.0,4.0,6.0,9.0
15582,,8.0,2.0,6.0,9.0
15583,,2.0,1.0,2.0,9.0
15584,23750.0,6.0,1.0,6.0,9.0
15585,29569.8924731183,5.0,1.0,2.0,9.0
15586,117000.0,9.0,3.0,7.0,8.0
15587,68817.2043010753,9.0,,9.0,9.0
15588,,7.0,,7.0,
15589,45.161290322580605,8.0,1.0,6.0,9.0
15590,967.741935483871,3.0,2.0,3.0,7.0
15591,,,7.0,,
15592,,10.0,,10.0,
15593,,9.0,,,
15594,,7.0,0.0,7.0,10.0
15595,9543.38569960358,4.0,,5.0,8.0
15596,11851.8518518519,6.0,4.0,4.0,5.0
15597,115000.0,6.0,5.0,6.0,10.0
15598,,8.0,,,
15599,,9.0,,8.0,
15600,,,0.0,,
15601,,7.0,1.0,6.0,
15602,,8.0,1.0,8.0,
15603,,10.0,,10.0,
15604,31200.0,8.0,,9.0,8.0
15605,,,,,8.0
15606,,10.0,,7.0,10.0
15607,,,,,9.0
15608,,8.0,,9.0,
15609,,8.0,,7.0,
15610,,7.0,0.0,5.0,
15611,,,,,
15612,2642.78373219792,5.0,0.0,7.0,7.0
15613,,7.0,,9.0,
15614,,8.0,,7.0,8.0
15615,,7.0,,7.0,10.0
15616,,6.0,,8.0,
15617,,7.0,0.0,7.0,10.0
15618,,,,,
15619,,8.0,,6.0,
15620,,9.0,5.0,7.0,7.0
15621,,5.0,1.0,5.0,9.0
15622,,5.0,,5.0,
15623,,,,,9.0
15624,38709.6774193548,9.0,,9.0,7.0
15625,,8.0,,8.0,
15626,,8.0,,6.0,
15627,,7.0,,5.0,7.0
15628,58064.5161290323,9.0,,8.0,10.0
15629,,,,,
15630,,7.0,,9.0,7.0
15631,,10.0,,10.0,
15632,,,1.0,,8.0
15633,3876.0828072236104,0.0,,2.0,8.0
15634,57260.314197621505,8.0,,8.0,7.0
15635,,10.0,,10.0,10.0
15636,,3.0,0.0,5.0,6.0
15637,,9.0,3.0,9.0,
15638,,,,,9.0
15639,,7.0,,8.0,10.0
15640,,6.0,,7.0,8.0
15641,,,,,8.0
15642,31250.0,7.0,,6.0,8.0
15643,,10.0,,10.0,
15644,40860.2150537634,8.0,,8.0,7.0
15645,,8.0,,8.0,8.0
15646,,3.0,22.0,2.0,9.0
15647,,10.0,,10.0,8.0
15648,8442.22581118779,6.0,6.0,2.0,10.0
15649,66666.6666666667,9.0,40.0,2.0,10.0
15650,,7.0,,7.0,
15651,,9.0,,8.0,
15652,,7.0,,8.0,
15653,,7.0,,6.0,9.0
15654,,7.0,5.0,6.0,8.0
15655,,,,,10.0
15656,,,,,8.0
15657,72500.0,7.0,2.0,5.0,7.0
15658,,7.0,17.0,,7.0
15659,,6.0,,5.0,8.0
15660,,7.0,1.0,7.0,10.0
15661,59139.7849462366,7.0,,10.0,7.0
15662,,10.0,,9.0,10.0
15663,,7.0,,7.0,8.0
15664,,8.0,,8.0,9.0
15665,,6.0,,6.0,9.0
15666,,,,,
15667,7400.0,6.0,2.0,5.0,9.0
15668,,10.0,,10.0,10.0
15669,,8.0,3.0,8.0,
15670,2818.9693143444397,6.0,,7.0,10.0
15671,61085.9728506787,8.0,,8.0,9.0
15672,,10.0,,10.0,
15673,,,,,
15674,,4.0,40.0,5.0,
15675,,3.0,5.0,,6.0
15676,,,22.0,,8.0
15677,,7.0,,9.0,10.0
15678,,8.0,,8.0,
15679,,8.0,,8.0,9.0
15680,,8.0,,7.0,9.0
15681,39.0862503257188,5.0,,2.0,
15682,,7.0,0.0,9.0,10.0
15683,,,,,
15684,,10.0,,10.0,
15685,,,,,
15686,52335.4838709677,7.0,,3.0,9.0
15687,,7.0,,7.0,10.0
15688,,7.0,,5.0,10.0
15689,,8.0,,8.0,5.0
15690,,8.0,1.0,8.0,9.0
15691,,9.0,7.0,9.0,10.0
15692,,8.0,,9.0,10.0
15693,32258.064516128998,8.0,,7.0,9.0
15694,,7.0,,8.0,
15695,,8.0,0.0,6.0,8.0
15696,,,,,
15697,,5.0,20.0,5.0,
15698,,4.0,,3.0,
15699,1850.0,8.0,1.0,8.0,9.0
15700,,,1.0,,8.0
15701,,10.0,,10.0,10.0
15702,,8.0,,8.0,8.0
15703,9102.92174423726,7.0,4.0,5.0,9.0
15704,70967.7419354839,8.0,,7.0,10.0
15705,,8.0,0.0,8.0,8.0
15706,,1.0,,1.0,
15707,3876.0828072236104,8.0,,7.0,8.0
15708,440.46395536631894,7.0,0.0,6.0,9.0
15709,96774.1935483871,8.0,,7.0,10.0
15710,,6.0,,8.0,8.0
15711,,6.0,,6.0,10.0
15712,,7.0,,5.0,9.0
15713,23492.560689115096,8.0,0.0,8.0,7.0
15714,,8.0,0.0,9.0,7.0
15715,,9.0,,9.0,10.0
15716,,,4.0,,6.0
15717,,8.0,,9.0,6.0
15718,,6.0,,9.0,6.0
15719,,7.0,,8.0,9.0
15720,77500.0,8.0,1.0,8.0,10.0
15721,85000.0,6.0,2.0,10.0,8.0
15722,37500.0,7.0,,3.0,9.0
15723,,,,,5.0
15724,,,,,10.0
15725,,7.0,,7.0,4.0
15726,120000.0,6.0,,5.0,10.0
15727,,,,,9.0
15728,,8.0,,8.0,8.0
15729,,10.0,,9.0,
15730,,7.0,0.0,7.0,
15731,,8.0,,8.0,6.0
15732,38709.6774193548,6.0,,5.0,7.0
15733,,9.0,,,
15734,,8.0,0.0,7.0,9.0
15735,32258.064516128998,5.0,0.0,7.0,10.0
15736,,8.0,,8.0,
15737,,2.0,14.0,,
15738,,4.0,2.0,5.0,
15739,,10.0,,,
15740,,8.0,,7.0,8.0
15741,,9.0,,5.0,
15742,,,,,
15743,32080.2005012531,8.0,,9.0,10.0
15744,843.091334894614,7.0,,8.0,7.0
15745,,10.0,,10.0,6.0
15746,,8.0,,7.0,8.0
15747,,9.0,1.0,8.0,8.0
15748,23655.9139784946,9.0,,9.0,10.0
15749,,8.0,1.0,7.0,
15750,,7.0,,9.0,7.0
15751,,7.0,,7.0,
15752,,7.0,,7.0,
15753,,7.0,2.0,6.0,8.0
15754,,6.0,,3.0,9.0
15755,41250.0,8.0,,8.0,10.0
15756,,8.0,1.0,9.0,8.0
15757,,,,,8.0
15758,,8.0,,7.0,
15759,,8.0,,10.0,8.0
15760,53763.440860215094,8.0,,6.0,
15761,48387.096774193495,6.0,2.0,7.0,8.0
15762,,8.0,20.0,,10.0
15763,,6.0,,6.0,
15764,,5.0,,4.0,
15765,,10.0,0.0,10.0,9.0
15766,,7.0,,7.0,8.0
15767,,6.0,1.0,6.0,9.0
15768,10305.343511450401,7.0,,8.0,9.0
15769,,8.0,,5.0,
15770,,,,,
15771,,9.0,24.0,8.0,9.0
15772,,,14.0,,7.0
15773,91000.0,9.0,,9.0,10.0
15774,60000.0,10.0,,10.0,10.0
15775,,10.0,,10.0,10.0
15776,64516.1290322581,7.0,0.0,9.0,8.0
15777,,10.0,,10.0,9.0
15778,,10.0,,,
15779,,5.0,15.0,5.0,7.0
15780,,,5.0,,
15781,,7.0,0.0,7.0,8.0
15782,,6.0,,4.0,7.0
15783,,,,,10.0
15784,45161.29032258059,7.0,3.0,7.0,9.0
15785,,8.0,,,9.0
15786,,10.0,,10.0,8.0
15787,,8.0,10.0,,9.0
15788,,5.0,0.0,2.0,8.0
15789,,8.0,,9.0,10.0
15790,23703.7037037037,6.0,4.0,10.0,10.0
15791,53763.440860215094,8.0,,6.0,7.0
15792,,8.0,,9.0,
15793,,8.0,1.0,8.0,8.0
15794,,7.0,,8.0,8.0
15795,,,0.0,,
15796,,9.0,,9.0,9.0
15797,,8.0,,8.0,
15798,,7.0,10.0,7.0,
15799,,10.0,,10.0,10.0
15800,,8.0,,8.0,
15801,,7.0,,7.0,9.0
15802,68000.0,8.0,,7.0,8.0
15803,,,,,
15804,,7.0,,7.0,8.0
15805,140000.0,10.0,0.0,8.0,9.0
15806,,,0.0,,10.0
15807,,,2.0,,10.0
15808,,9.0,,9.0,9.0
15809,,,,,
15810,,8.0,,9.0,8.0
15811,1783.78378378378,10.0,,10.0,
15812,,8.0,,8.0,10.0
15813,,8.0,,8.0,10.0
15814,,8.0,6.0,9.0,6.0
15815,88750.0,6.0,,10.0,9.0
15816,75000.0,8.0,,8.0,6.0
15817,,,2.0,,8.0
15818,56989.247311827996,8.0,,5.0,10.0
15819,,7.0,,8.0,10.0
15820,35000.0,8.0,,8.0,6.0
15821,,7.0,1.0,4.0,10.0
15822,,7.0,1.0,6.0,10.0
15823,,8.0,0.0,9.0,7.0
15824,,7.0,1.0,3.0,10.0
15825,50000.0,6.0,,9.0,8.0
15826,,7.0,,7.0,10.0
15827,50000.0,8.0,,6.0,10.0
15828,,8.0,,8.0,10.0
15829,,,,,
15830,64102.5641025641,9.0,0.0,8.0,10.0
15831,,8.0,,8.0,7.0
15832,,,,,
15833,23118.2795698925,4.0,1.0,3.0,10.0
15834,,,,,
15835,,10.0,0.0,9.0,10.0
15836,,2.0,,4.0,
15837,,6.0,4.0,5.0,8.0
15838,16332.0,7.0,0.0,7.0,10.0
15839,,9.0,,8.0,8.0
15840,,8.0,1.0,8.0,
15841,,10.0,,,10.0
15842,,10.0,,8.0,10.0
15843,,4.0,15.0,,10.0
15844,,10.0,1.0,7.0,9.0
15845,,7.0,,7.0,10.0
15846,,9.0,,10.0,
15847,,5.0,,5.0,8.0
15848,27500.0,10.0,,10.0,10.0
15849,,6.0,,6.0,8.0
15850,,8.0,,8.0,8.0
15851,,7.0,,7.0,7.0
15852,75000.0,8.0,0.0,9.0,9.0
15853,,9.0,,9.0,
15854,,8.0,1.0,8.0,10.0
15855,65000.0,8.0,1.0,7.0,10.0
15856,,10.0,0.0,10.0,9.0
15857,987.6543209876539,5.0,,4.0,8.0
15858,,8.0,1.0,8.0,7.0
15859,56818.181818181794,8.0,,7.0,9.0
15860,134408.602150538,9.0,,8.0,8.0
15861,,7.0,,2.0,7.0
15862,,5.0,,7.0,
15863,,,2.0,,5.0
15864,,8.0,,7.0,10.0
15865,,7.0,,5.0,
15866,,9.0,,8.0,10.0
15867,125806.45161290301,10.0,,10.0,8.0
15868,,9.0,0.0,9.0,10.0
15869,,7.0,,6.0,
15870,,8.0,,7.0,
15871,56250.0,8.0,,8.0,9.0
15872,,6.0,,8.0,
15873,,10.0,,10.0,
15874,,4.0,1.0,6.0,10.0
15875,89600.0,9.0,1.0,7.0,8.0
15876,,8.0,,9.0,8.0
15877,100000.0,8.0,1.0,9.0,9.0
15878,120000.0,7.0,1.0,8.0,7.0
15879,,3.0,30.0,,10.0
15880,46000.0,10.0,,9.0,8.0
15881,,10.0,,10.0,
15882,,9.0,,8.0,10.0
15883,,8.0,1.0,8.0,
15884,,4.0,,7.0,2.0
15885,,10.0,0.0,10.0,9.0
15886,,8.0,2.0,8.0,
15887,,,2.0,,
15888,,6.0,,,
15889,,8.0,,9.0,7.0
15890,,8.0,,3.0,
15891,,8.0,,8.0,
15892,,8.0,,8.0,
15893,,,1.0,,9.0
15894,6606.95933049479,8.0,2.0,7.0,8.0
15895,,5.0,0.0,5.0,
15896,21728.395061728403,7.0,1.0,6.0,8.0
15897,,8.0,1.0,7.0,9.0
15898,,,2.0,,
15899,,8.0,,7.0,
15900,26427.837321979197,10.0,4.0,6.0,10.0
15901,120000.0,8.0,,10.0,9.0
15902,,10.0,0.0,7.0,10.0
15903,60000.0,8.0,,6.0,10.0
15904,,,,,
15905,,,,,
15906,,6.0,,7.0,
15907,,9.0,1.0,8.0,8.0
15908,,6.0,20.0,4.0,10.0
15909,,0.0,,1.0,8.0
15910,31250.0,6.0,8.0,3.0,8.0
15911,,6.0,4.0,5.0,8.0
15912,85000.0,9.0,0.0,8.0,8.0
15913,,,24.0,,
15914,,,2.0,,6.0
15915,,9.0,,9.0,10.0
15916,,3.0,0.0,4.0,9.0
15917,,3.0,,6.0,9.0
15918,,7.0,7.0,5.0,8.0
15919,,,10.0,,
15920,,,,,9.0
15921,,10.0,,9.0,
15922,,,,,
15923,,3.0,,8.0,
15924,,8.0,3.0,8.0,
15925,70200.0,8.0,,5.0,9.0
15926,51612.903225806396,6.0,0.0,6.0,9.0
15927,,10.0,,10.0,7.0
15928,,7.0,,8.0,9.0
15929,,,1.0,,5.0
15930,35454.5454545455,7.0,0.0,5.0,8.0
15931,,,,,
15932,,8.0,0.0,9.0,9.0
15933,,8.0,8.0,8.0,8.0
15934,,6.0,,6.0,10.0
15935,,8.0,0.0,8.0,9.0
15936,,5.0,0.0,2.0,8.0
15937,,9.0,,9.0,10.0
15938,,6.0,2.0,7.0,10.0
15939,,8.0,1.0,,8.0
15940,54000.0,2.0,,2.0,8.0
15941,,5.0,,5.0,10.0
15942,,,1.0,,10.0
15943,,,,,10.0
15944,,8.0,,9.0,9.0
15945,,7.0,,8.0,9.0
15946,,,,,7.0
15947,,7.0,0.0,8.0,9.0
15948,,,3.0,,9.0
15949,,4.0,6.0,6.0,9.0
15950,,6.0,0.0,6.0,9.0
15951,,5.0,,,
15952,,6.0,,3.0,8.0
15953,32500.0,10.0,,8.0,9.0
15954,,7.0,,8.0,8.0
15955,,,,,9.0
15956,,8.0,0.0,,9.0
15957,,8.0,,8.0,
15958,,,,,9.0
15959,,10.0,,10.0,8.0
15960,,10.0,3.0,10.0,10.0
15961,,9.0,0.0,8.0,8.0
15962,,9.0,,9.0,
15963,185000.0,6.0,1.0,7.0,6.0
15964,,3.0,1.0,3.0,
15965,,10.0,0.0,8.0,10.0
15966,,8.0,,9.0,7.0
15967,,6.0,6.0,4.0,9.0
15968,,9.0,,8.0,8.0
15969,,9.0,,8.0,8.0
15970,,5.0,10.0,,10.0
15971,,8.0,,8.0,8.0
15972,,10.0,1.0,7.0,
15973,,7.0,1.0,7.0,10.0
15974,,10.0,,10.0,
15975,6000.0,8.0,1.0,7.0,9.0
15976,,9.0,,10.0,
15977,,8.0,,8.0,9.0
15978,,7.0,,7.0,
15979,43010.752688172004,9.0,0.0,9.0,8.0
15980,,7.0,,8.0,
15981,,,,,
15982,,7.0,1.0,9.0,7.0
15983,,6.0,,7.0,
15984,,,3.0,,7.0
15985,,,10.0,,10.0
15986,,6.0,1.0,7.0,7.0
15987,37634.4086021505,8.0,,8.0,8.0
15988,,7.0,0.0,8.0,8.0
15989,146000.0,10.0,0.0,9.0,10.0
15990,,10.0,0.0,10.0,10.0
15991,37500.0,10.0,0.0,8.0,8.0
15992,,8.0,,9.0,10.0
15993,108000.0,10.0,,9.0,10.0
15994,86000.0,5.0,0.0,7.0,8.0
15995,,7.0,,7.0,8.0
15996,,8.0,,9.0,8.0
15997,,4.0,,3.0,
15998,93750.0,7.0,,9.0,10.0
15999,96250.0,8.0,,6.0,8.0
16000,,9.0,,9.0,8.0
16001,,9.0,,9.0,8.0
16002,,6.0,2.0,7.0,9.0
16003,,8.0,1.0,8.0,9.0
16004,,10.0,,10.0,9.0
16005,,3.0,,2.0,4.0
16006,,8.0,,8.0,
16007,,2.0,,2.0,8.0
16008,,8.0,4.0,8.0,
16009,155000.0,8.0,,8.0,9.0
16010,,7.0,3.0,6.0,8.0
16011,,7.0,,9.0,10.0
16012,,,1.0,,8.0
16013,,8.0,,7.0,8.0
16014,130000.0,9.0,,8.0,9.0
16015,,9.0,,9.0,
16016,55145.0,7.0,,6.0,7.0
16017,,9.0,,7.0,8.0
16018,,10.0,,10.0,7.0
16019,,9.0,,7.0,
16020,,8.0,,8.0,7.0
16021,99000.0,0.0,6.0,0.0,10.0
16022,,8.0,,8.0,
16023,,5.0,,5.0,
16024,,3.0,,3.0,7.0
16025,43010.752688172004,8.0,,8.0,9.0
16026,,2.0,,4.0,
16027,,7.0,2.0,5.0,10.0
16028,,7.0,1.0,7.0,
16029,,10.0,,10.0,10.0
16030,,7.0,1.0,4.0,9.0
16031,,,5.0,,
16032,84000.0,9.0,0.0,9.0,9.0
16033,,8.0,,8.0,5.0
16034,,10.0,10.0,4.0,10.0
16035,,8.0,,7.0,
16036,,7.0,,8.0,
16037,,4.0,,4.0,
16038,,6.0,,6.0,
16039,,6.0,1.0,8.0,4.0
16040,,8.0,0.0,8.0,8.0
16041,,10.0,,8.0,8.0
16042,,8.0,40.0,2.0,
16043,,5.0,2.0,6.0,7.0
16044,,7.0,2.0,5.0,7.0
16045,35000.0,10.0,,7.0,8.0
16046,,9.0,,9.0,9.0
16047,85000.0,8.0,,8.0,8.0
16048,,,0.0,,8.0
16049,,9.0,,9.0,
16050,41250.0,7.0,,8.0,10.0
16051,,9.0,,9.0,
16052,,0.0,0.0,,10.0
16053,95000.0,6.0,,7.0,10.0
16054,,8.0,4.0,5.0,10.0
16055,,8.0,,8.0,6.0
16056,,7.0,,7.0,9.0
16057,,,,,
16058,,9.0,,10.0,
16059,9032.258064516129,8.0,,8.0,9.0
16060,,,1.0,,6.0
16061,,6.0,,6.0,
16062,90000.0,10.0,,10.0,8.0
16063,,10.0,,8.0,
16064,,6.0,,8.0,9.0
16065,,9.0,,9.0,
16066,33750.0,10.0,,7.0,10.0
16067,,7.0,4.0,4.0,8.0
16068,,9.0,,9.0,
16069,58371.0407239819,7.0,,7.0,10.0
16070,,9.0,1.0,10.0,
16071,,9.0,,9.0,9.0
16072,,6.0,,6.0,10.0
16073,120000.0,9.0,,8.0,9.0
16074,,7.0,,7.0,10.0
16075,,0.0,2.0,,
16076,,,,,8.0
16077,9866.87548942835,7.0,,6.0,10.0
16078,,9.0,,9.0,9.0
16079,,,,,9.0
16080,,7.0,,4.0,8.0
16081,,,,,9.0
16082,24748.221221599702,8.0,0.0,8.0,10.0
16083,80000.0,7.0,,6.0,6.0
16084,135000.0,10.0,,9.0,9.0
16085,,7.0,,7.0,8.0
16086,55000.0,5.0,0.0,2.0,8.0
16087,,7.0,5.0,7.0,8.0
16088,120000.0,8.0,,8.0,8.0
16089,,,,,8.0
16090,5261.83913806064,6.0,4.0,7.0,10.0
16091,,,0.0,,8.0
16092,6342.680957275,7.0,,5.0,8.0
16093,,,10.0,,9.0
16094,55000.0,7.0,0.0,7.0,
16095,,8.0,,7.0,
16096,,10.0,,10.0,8.0
16097,,8.0,4.0,6.0,10.0
16098,,6.0,,5.0,
16099,,,,,
16100,,9.0,,9.0,
16101,,,2.0,,8.0
16102,,,,,
16103,,8.0,,10.0,5.0
16104,,9.0,,7.0,
16105,,9.0,3.0,9.0,10.0
16106,,,,,9.0
16107,,9.0,,7.0,
16108,70000.0,7.0,4.0,7.0,8.0
16109,50537.6344086021,3.0,0.0,5.0,10.0
16110,,10.0,,2.0,
16111,,7.0,,7.0,
16112,,6.0,6.0,4.0,10.0
16113,,6.0,,6.0,10.0
16114,,6.0,4.0,4.0,8.0
16115,,,,,7.0
16116,,0.0,,,
16117,,8.0,,6.0,10.0
16118,,6.0,0.0,7.0,10.0
16119,,6.0,,6.0,
16120,,10.0,,9.0,9.0
16121,,7.0,,10.0,
16122,,8.0,1.0,9.0,8.0
16123,,4.0,0.0,7.0,9.0
16124,,8.0,,8.0,
16125,,8.0,0.0,8.0,10.0
16126,,6.0,,8.0,9.0
16127,,10.0,,8.0,8.0
16128,1134.29347265665,4.0,,8.0,9.0
16129,,8.0,,8.0,8.0
16130,37500.0,10.0,4.0,10.0,10.0
16131,,9.0,0.0,8.0,
16132,,,,,9.0
16133,,3.0,10.0,3.0,10.0
16134,,8.0,,6.0,10.0
16135,,5.0,,6.0,
16136,,5.0,,5.0,
16137,,6.0,0.0,8.0,8.0
16138,,9.0,1.0,10.0,9.0
16139,,5.0,,5.0,8.0
16140,,7.0,,5.0,8.0
16141,65000.0,8.0,1.0,5.0,10.0
16142,,10.0,1.0,9.0,8.0
16143,116900.0,6.0,2.0,3.0,10.0
16144,102000.0,9.0,,8.0,9.0
16145,,,4.0,,
16146,,7.0,,8.0,9.0
16147,37500.0,8.0,,7.0,9.0
16148,,7.0,1.0,6.0,5.0
16149,80000.0,10.0,,10.0,10.0
16150,153000.0,7.0,,7.0,8.0
16151,,8.0,,10.0,10.0
16152,,,,,
16153,17204.3010752688,5.0,5.0,5.0,6.0
16154,,9.0,8.0,7.0,9.0
16155,,9.0,,6.0,
16156,,8.0,,9.0,10.0
16157,,8.0,0.0,10.0,10.0
16158,,8.0,1.0,7.0,7.0
16159,,10.0,0.0,8.0,9.0
16160,,7.0,,6.0,9.0
16161,,,0.0,,9.0
16162,,7.0,1.0,8.0,10.0
16163,,,,,10.0
16164,,7.0,,7.0,6.0
16165,,10.0,,10.0,10.0
16166,37500.0,10.0,0.0,8.0,8.0
16167,,7.0,1.0,3.0,7.0
16168,,8.0,,9.0,6.0
16169,,8.0,,7.0,10.0
16170,,8.0,,8.0,
16171,120000.0,10.0,2.0,9.0,10.0
16172,,6.0,,9.0,10.0
16173,,9.0,,,
16174,,7.0,1.0,6.0,10.0
16175,,3.0,,8.0,9.0
16176,95000.0,8.0,,6.0,10.0
16177,,7.0,5.0,5.0,
16178,,7.0,4.0,10.0,
16179,52500.0,7.0,1.0,5.0,8.0
16180,,,0.0,,8.0
16181,,9.0,,8.0,9.0
16182,,9.0,,9.0,10.0
16183,,7.0,,8.0,8.0
16184,,6.0,,5.0,10.0
16185,,8.0,,6.0,
16186,,10.0,,10.0,10.0
16187,,,1.0,,
16188,,,,,
16189,63000.0,8.0,,8.0,9.0
16190,,,,,10.0
16191,120000.0,6.0,,8.0,10.0
16192,,,0.0,,9.0
16193,,7.0,1.0,7.0,7.0
16194,,5.0,,5.0,8.0
16195,,7.0,1.0,9.0,7.0
16196,66300.0,8.0,,8.0,7.0
16197,120000.0,6.0,,3.0,10.0
16198,1238.76543209877,3.0,2.0,3.0,8.0
